Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
7,NewItem,1687746763.533723,5169,0,1
2,GetUserInfo,1687746763.538901,862,0,1
1,GetItem,1687746763.539770,605,0,1
1,GetItem,1687746763.540381,578,0,1
1,GetItem,1687746763.540966,572,0,1
4,NewComment,1687746763.541543,3656,0,1
7,NewItem,1687746763.545207,4590,0,1
1,GetItem,1687746763.549805,625,0,1
1,GetItem,1687746763.550436,635,0,1
8,NewPurchase,1687746763.551077,5,0,1
1,GetItem,1687746763.551110,595,0,1
1,GetItem,1687746763.551712,610,0,1
1,GetItem,1687746763.552329,592,0,1
1,GetItem,1687746763.552927,593,0,1
1,GetItem,1687746763.553525,598,0,1
1,GetItem,1687746763.554129,596,0,1
3,NewBid,1687746763.554731,3037,0,1
1,GetItem,1687746763.557777,621,0,1
7,NewItem,1687746763.558425,4637,0,1
1,GetItem,1687746763.563081,719,0,1
1,GetItem,1687746763.563807,670,0,1
3,NewBid,1687746763.564484,2908,0,1
1,GetItem,1687746763.567400,636,0,1
1,GetItem,1687746763.568043,607,0,1
1,GetItem,1687746763.568656,573,0,1
1,GetItem,1687746763.569235,635,0,1
6,NewFeedback,1687746763.569878,3034,0,1
7,NewItem,1687746763.572921,4161,0,1
3,NewBid,1687746763.577091,18828,0,1
7,NewItem,1687746763.595927,4711,0,1
1,GetItem,1687746763.600646,624,0,1
7,NewItem,1687746763.601277,4471,0,1
7,NewItem,1687746763.605756,5171,0,1
7,NewItem,1687746763.610936,4351,0,1
3,NewBid,1687746763.615295,2853,0,1
7,NewItem,1687746763.618156,5318,0,1
1,GetItem,1687746763.623482,647,0,1
1,GetItem,1687746763.624136,622,0,1
2,GetUserInfo,1687746763.624764,385,0,1
1,GetItem,1687746763.625154,658,0,1
2,GetUserInfo,1687746763.625817,1828,0,1
3,NewBid,1687746763.627653,3029,0,1
9,UpdateItem,1687746763.630690,2663,0,1
8,NewPurchase,1687746763.633360,6,0,1
8,NewPurchase,1687746763.633370,25,0,1
7,NewItem,1687746763.633399,5841,0,1
1,GetItem,1687746763.639249,642,0,1
7,NewItem,1687746763.639898,5137,0,1
3,NewBid,1687746763.645044,3659,0,1
1,GetItem,1687746763.648711,627,0,1
1,GetItem,1687746763.649345,581,0,1
1,GetItem,1687746763.649932,653,0,1
2,GetUserInfo,1687746763.650591,1144,0,1
1,GetItem,1687746763.651742,631,0,1
9,UpdateItem,1687746763.652379,2449,0,1
7,NewItem,1687746763.654834,4544,0,1
1,GetItem,1687746763.659386,628,0,1
1,GetItem,1687746763.660021,617,0,1
4,NewComment,1687746763.660644,3178,0,1
1,GetItem,1687746763.663828,641,0,1
1,GetItem,1687746763.664475,592,0,1
2,GetUserInfo,1687746763.665072,873,0,1
1,GetItem,1687746763.665952,599,0,1
1,GetItem,1687746763.666557,586,0,1
7,NewItem,1687746763.667149,3830,0,1
2,GetUserInfo,1687746763.670986,736,0,1
3,NewBid,1687746763.671728,3099,0,1
9,UpdateItem,1687746763.674835,2565,0,1
3,NewBid,1687746763.677406,18753,0,1
1,GetItem,1687746763.696167,733,0,1
3,NewBid,1687746763.696907,4400,0,1
1,GetItem,1687746763.701315,621,0,1
1,GetItem,1687746763.701943,591,0,1
1,GetItem,1687746763.702539,653,0,1
1,GetItem,1687746763.703198,589,0,1
1,GetItem,1687746763.703794,568,0,1
1,GetItem,1687746763.704368,601,0,1
1,GetItem,1687746763.704974,620,0,1
1,GetItem,1687746763.705602,603,0,1
1,GetItem,1687746763.706211,569,0,1
1,GetItem,1687746763.706787,595,0,1
1,GetItem,1687746763.707388,713,0,1
7,NewItem,1687746763.708112,6279,0,1
9,UpdateItem,1687746763.714402,2568,0,1
2,GetUserInfo,1687746763.716978,2378,0,1
1,GetItem,1687746763.719363,627,0,1
1,GetItem,1687746763.719997,591,0,1
3,NewBid,1687746763.720594,3249,0,1
8,NewPurchase,1687746763.723852,9,0,1
2,GetUserInfo,1687746763.723864,2090,0,1
3,NewBid,1687746763.725962,2987,0,1
2,GetUserInfo,1687746763.728957,866,0,1
1,GetItem,1687746763.729829,620,0,1
3,NewBid,1687746763.730456,3059,0,1
3,NewBid,1687746763.733542,2992,0,1
1,GetItem,1687746763.736543,618,0,1
1,GetItem,1687746763.737222,714,0,1
2,GetUserInfo,1687746763.737973,497,0,1
1,GetItem,1687746763.738502,762,0,1
1,GetItem,1687746763.739283,673,0,1
1,GetItem,1687746763.739962,613,0,1
1,GetItem,1687746763.740579,631,0,1
1,GetItem,1687746763.741214,629,0,1
1,GetItem,1687746763.741846,615,0,1
2,GetUserInfo,1687746763.742467,471,0,1
1,GetItem,1687746763.742944,608,0,1
1,GetItem,1687746763.743555,589,0,1
2,GetUserInfo,1687746763.744148,388,0,1
7,NewItem,1687746763.744539,8150,0,1
1,GetItem,1687746763.752694,658,0,1
4,NewComment,1687746763.753356,3414,0,1
8,NewPurchase,1687746763.756774,16,0,1
7,NewItem,1687746763.756792,3676,0,1
9,UpdateItem,1687746763.760474,2344,0,1
1,GetItem,1687746763.762822,608,0,1
1,GetItem,1687746763.763434,720,0,1
9,UpdateItem,1687746763.764159,2223,0,1
1,GetItem,1687746763.766386,606,0,1
3,NewBid,1687746763.766995,18825,0,1
1,GetItem,1687746763.785827,640,0,1
6,NewFeedback,1687746763.786470,3299,0,1
1,GetItem,1687746763.789775,712,0,1
2,GetUserInfo,1687746763.790491,405,0,1
3,NewBid,1687746763.790899,3173,0,1
1,GetItem,1687746763.794076,640,0,1
1,GetItem,1687746763.794720,662,0,1
7,NewItem,1687746763.795386,5054,0,1
3,NewBid,1687746763.800444,3214,0,1
1,GetItem,1687746763.803663,591,0,1
3,NewBid,1687746763.804257,3344,0,1
1,GetItem,1687746763.807607,619,0,1
5,NewCommentResponse,1687746763.808230,2454,0,1
1,GetItem,1687746763.810689,600,0,1
7,NewItem,1687746763.811292,4378,0,1
1,GetItem,1687746763.815676,596,0,1
4,NewComment,1687746763.816276,3025,0,1
2,GetUserInfo,1687746763.819305,417,0,1
1,GetItem,1687746763.819725,582,0,1
8,NewPurchase,1687746763.820310,2,0,1
5,NewCommentResponse,1687746763.820314,2451,0,1
3,NewBid,1687746763.822768,3091,0,1
1,GetItem,1687746763.825864,619,0,1
6,NewFeedback,1687746763.826486,2775,0,1
1,GetItem,1687746763.829265,619,0,1
1,GetItem,1687746763.829888,550,0,1
3,NewBid,1687746763.830442,3182,0,1
1,GetItem,1687746763.833629,635,0,1
3,NewBid,1687746763.834267,3398,0,1
1,GetItem,1687746763.837670,599,0,1
1,GetItem,1687746763.838272,939,0,1
1,GetItem,1687746763.839215,970,0,1
3,NewBid,1687746763.840188,19299,0,1
1,GetItem,1687746763.859494,654,0,1
2,GetUserInfo,1687746763.860153,399,0,1
1,GetItem,1687746763.860555,602,0,1
1,GetItem,1687746763.861160,611,0,1
1,GetItem,1687746763.861774,555,0,1
2,GetUserInfo,1687746763.862332,362,0,1
1,GetItem,1687746763.862696,781,0,1
1,GetItem,1687746763.863480,722,0,1
1,GetItem,1687746763.864205,588,0,1
1,GetItem,1687746763.864795,589,0,1
8,NewPurchase,1687746763.865388,2,0,1
1,GetItem,1687746763.865391,593,0,1
1,GetItem,1687746763.865986,565,0,1
1,GetItem,1687746763.866553,549,0,1
2,GetUserInfo,1687746763.867105,990,0,1
7,NewItem,1687746763.868099,4151,0,1
1,GetItem,1687746763.872255,618,0,1
1,GetItem,1687746763.872877,547,0,1
3,NewBid,1687746763.873427,3146,0,1
7,NewItem,1687746763.876578,7649,0,1
1,GetItem,1687746763.884234,598,0,1
8,NewPurchase,1687746763.884836,2,0,1
1,GetItem,1687746763.884839,554,0,1
2,GetUserInfo,1687746763.885396,386,0,1
1,GetItem,1687746763.885785,581,0,1
8,NewPurchase,1687746763.886369,2,0,1
1,GetItem,1687746763.886372,566,0,1
2,GetUserInfo,1687746763.886941,401,0,1
8,NewPurchase,1687746763.887344,2,0,1
7,NewItem,1687746763.887347,4692,0,1
3,NewBid,1687746763.892044,4609,0,1
8,NewPurchase,1687746763.896658,3,0,1
9,UpdateItem,1687746763.896663,2398,0,1
3,NewBid,1687746763.899063,18707,0,1
1,GetItem,1687746763.917774,631,0,1
3,NewBid,1687746763.918409,3023,0,1
1,GetItem,1687746763.921437,595,0,1
1,GetItem,1687746763.922036,557,0,1
3,NewBid,1687746763.922597,3065,0,1
3,NewBid,1687746763.925667,3053,0,1
3,NewBid,1687746763.928725,2885,0,1
1,GetItem,1687746763.931615,616,0,1
3,NewBid,1687746763.932236,3297,0,1
6,NewFeedback,1687746763.935537,2860,0,1
1,GetItem,1687746763.938401,587,0,1
7,NewItem,1687746763.938992,5208,0,1
1,GetItem,1687746763.944205,610,0,1
4,NewComment,1687746763.944818,3062,0,1
3,NewBid,1687746763.947886,3720,0,1
1,GetItem,1687746763.951611,618,0,1
2,GetUserInfo,1687746763.952233,680,0,1
1,GetItem,1687746763.952916,727,0,1
7,NewItem,1687746763.953646,5436,0,1
1,GetItem,1687746763.959087,1137,0,1
3,NewBid,1687746763.960229,3295,0,1
1,GetItem,1687746763.963530,612,0,1
1,GetItem,1687746763.964145,609,0,1
3,NewBid,1687746763.964758,2956,0,1
7,NewItem,1687746763.967718,4030,0,1
1,GetItem,1687746763.971753,602,0,1
3,NewBid,1687746763.972359,3188,0,1
3,NewBid,1687746763.975552,3003,0,1
2,GetUserInfo,1687746763.978560,907,0,1
9,UpdateItem,1687746763.979471,3931,0,1
3,NewBid,1687746763.983405,3129,0,1
1,GetItem,1687746763.986538,615,0,1
2,GetUserInfo,1687746763.987157,379,0,1
5,NewCommentResponse,1687746763.987538,3494,0,1
3,NewBid,1687746763.991037,3646,0,1
3,NewBid,1687746763.994689,18990,0,1
3,NewBid,1687746764.013683,2988,0,1
3,NewBid,1687746764.016676,3468,0,1
1,GetItem,1687746764.020148,601,0,1
2,GetUserInfo,1687746764.020752,375,0,1
1,GetItem,1687746764.021131,560,0,1
1,GetItem,1687746764.021694,547,0,1
7,NewItem,1687746764.022243,5599,0,1
3,NewBid,1687746764.027847,2981,0,1
2,GetUserInfo,1687746764.030833,951,0,1
6,NewFeedback,1687746764.031788,3043,0,1
2,GetUserInfo,1687746764.034834,657,0,1
4,NewComment,1687746764.035495,2814,0,1
1,GetItem,1687746764.038312,684,0,1
1,GetItem,1687746764.039000,584,0,1
2,GetUserInfo,1687746764.039587,377,0,1
1,GetItem,1687746764.039966,560,0,1
1,GetItem,1687746764.040530,553,0,1
7,NewItem,1687746764.041085,5294,0,1
8,NewPurchase,1687746764.046383,3,0,1
6,NewFeedback,1687746764.046387,3315,0,1
1,GetItem,1687746764.049706,592,0,1
1,GetItem,1687746764.050301,560,0,1
2,GetUserInfo,1687746764.050863,372,0,1
3,NewBid,1687746764.051237,4446,0,1
3,NewBid,1687746764.055690,2856,0,1
7,NewItem,1687746764.058550,4399,0,1
1,GetItem,1687746764.062954,696,0,1
1,GetItem,1687746764.063654,553,0,1
3,NewBid,1687746764.064210,2989,0,1
7,NewItem,1687746764.067204,7015,0,1
3,NewBid,1687746764.074223,3361,0,1
1,GetItem,1687746764.077589,612,0,1
1,GetItem,1687746764.078204,589,0,1
1,GetItem,1687746764.078796,556,0,1
7,NewItem,1687746764.079355,4056,0,1
1,GetItem,1687746764.083416,598,0,1
1,GetItem,1687746764.084017,581,0,1
1,GetItem,1687746764.084601,562,0,1
3,NewBid,1687746764.085165,18857,0,1
2,GetUserInfo,1687746764.104027,446,0,1
1,GetItem,1687746764.104477,600,0,1
1,GetItem,1687746764.105080,558,0,1
3,NewBid,1687746764.105640,3001,0,1
3,NewBid,1687746764.108646,3029,0,1
2,GetUserInfo,1687746764.111679,399,0,1
6,NewFeedback,1687746764.112080,2918,0,1
7,NewItem,1687746764.115001,6396,0,1
6,NewFeedback,1687746764.121402,2845,0,1
1,GetItem,1687746764.124250,608,0,1
7,NewItem,1687746764.124862,4170,0,1
3,NewBid,1687746764.129036,3307,0,1
7,NewItem,1687746764.132348,4750,0,1
1,GetItem,1687746764.137103,596,0,1
1,GetItem,1687746764.137702,560,0,1
3,NewBid,1687746764.138265,3071,0,1
7,NewItem,1687746764.141340,3978,0,1
1,GetItem,1687746764.145323,611,0,1
4,NewComment,1687746764.145937,3211,0,1
3,NewBid,1687746764.149152,2989,0,1
7,NewItem,1687746764.152146,5032,0,1
1,GetItem,1687746764.157182,595,0,1
7,NewItem,1687746764.157780,7988,0,1
1,GetItem,1687746764.165773,589,0,1
1,GetItem,1687746764.166366,549,0,1
8,NewPurchase,1687746764.166918,3,0,1
1,GetItem,1687746764.166922,547,0,1
6,NewFeedback,1687746764.167472,2839,0,1
1,GetItem,1687746764.170314,571,0,1
3,NewBid,1687746764.170888,19433,0,1
5,NewCommentResponse,1687746764.190326,2587,0,1
7,NewItem,1687746764.192916,3747,0,1
1,GetItem,1687746764.196668,610,0,1
1,GetItem,1687746764.197282,568,0,1
1,GetItem,1687746764.197852,552,0,1
6,NewFeedback,1687746764.198407,2716,0,1
7,NewItem,1687746764.201126,4473,0,1
5,NewCommentResponse,1687746764.205603,3307,0,1
1,GetItem,1687746764.208913,618,0,1
6,NewFeedback,1687746764.209534,2821,0,1
7,NewItem,1687746764.212359,5158,0,1
1,GetItem,1687746764.217521,586,0,1
1,GetItem,1687746764.218110,559,0,1
1,GetItem,1687746764.218673,580,0,1
9,UpdateItem,1687746764.219255,2388,0,1
5,NewCommentResponse,1687746764.221645,2518,0,1
1,GetItem,1687746764.224166,594,0,1
8,NewPurchase,1687746764.224763,2,0,1
3,NewBid,1687746764.224766,2969,0,1
3,NewBid,1687746764.227739,3106,0,1
1,GetItem,1687746764.230849,592,0,1
3,NewBid,1687746764.231445,2811,0,1
1,GetItem,1687746764.234260,633,0,1
1,GetItem,1687746764.234896,562,0,1
8,NewPurchase,1687746764.235462,2,0,1
1,GetItem,1687746764.235465,553,0,1
1,GetItem,1687746764.236020,602,0,1
1,GetItem,1687746764.236625,564,0,1
5,NewCommentResponse,1687746764.237192,2379,0,1
7,NewItem,1687746764.239575,5748,0,1
1,GetItem,1687746764.245327,576,0,1
1,GetItem,1687746764.245905,560,0,1
3,NewBid,1687746764.246468,2945,0,1
5,NewCommentResponse,1687746764.249417,3,0,1
3,NewBid,1687746764.249421,2812,0,1
1,GetItem,1687746764.252238,657,0,1
1,GetItem,1687746764.252898,565,0,1
3,NewBid,1687746764.253467,2723,0,1
7,NewItem,1687746764.256194,5147,0,1
1,GetItem,1687746764.261345,606,0,1
3,NewBid,1687746764.261955,2969,0,1
3,NewBid,1687746764.264928,19288,0,1
2,GetUserInfo,1687746764.284221,402,0,1
1,GetItem,1687746764.284626,595,0,1
1,GetItem,1687746764.285224,562,0,1
1,GetItem,1687746764.285789,533,0,1
1,GetItem,1687746764.286325,574,0,1
1,GetItem,1687746764.286901,566,0,1
1,GetItem,1687746764.287470,549,0,1
3,NewBid,1687746764.288022,2886,0,1
1,GetItem,1687746764.290912,714,0,1
2,GetUserInfo,1687746764.291630,1071,0,1
3,NewBid,1687746764.292703,4877,0,1
3,NewBid,1687746764.297586,3034,0,1
1,GetItem,1687746764.300625,669,0,1
1,GetItem,1687746764.301297,610,0,1
3,NewBid,1687746764.301911,3232,0,1
9,UpdateItem,1687746764.305147,2432,0,1
1,GetItem,1687746764.307583,620,0,1
2,GetUserInfo,1687746764.308206,771,0,1
3,NewBid,1687746764.308981,3045,0,1
1,GetItem,1687746764.312030,596,0,1
1,GetItem,1687746764.312630,598,0,1
1,GetItem,1687746764.313232,627,0,1
2,GetUserInfo,1687746764.313862,645,0,1
3,NewBid,1687746764.314509,3001,0,1
4,NewComment,1687746764.317515,3434,0,1
1,GetItem,1687746764.320953,676,0,1
1,GetItem,1687746764.321633,637,0,1
3,NewBid,1687746764.322273,3447,0,1
1,GetItem,1687746764.325725,601,0,1
3,NewBid,1687746764.326329,2997,0,1
7,NewItem,1687746764.329330,4623,0,1
1,GetItem,1687746764.333958,596,0,1
2,GetUserInfo,1687746764.334557,1256,0,1
1,GetItem,1687746764.335817,708,0,1
1,GetItem,1687746764.336530,614,0,1
1,GetItem,1687746764.337147,561,0,1
8,NewPurchase,1687746764.337711,2,0,1
1,GetItem,1687746764.337714,546,0,1
3,NewBid,1687746764.338263,3232,0,1
6,NewFeedback,1687746764.341499,2609,0,1
8,NewPurchase,1687746764.344117,3,0,1
1,GetItem,1687746764.344122,583,0,1
2,GetUserInfo,1687746764.344708,383,0,1
1,GetItem,1687746764.345093,573,0,1
1,GetItem,1687746764.345668,596,0,1
1,GetItem,1687746764.346267,583,0,1
9,UpdateItem,1687746764.346853,2187,0,1
7,NewItem,1687746764.349043,3562,0,1
1,GetItem,1687746764.352609,609,0,1
1,GetItem,1687746764.353221,575,0,1
1,GetItem,1687746764.353798,547,0,1
1,GetItem,1687746764.354348,556,0,1
5,NewCommentResponse,1687746764.354907,2573,0,1
7,NewItem,1687746764.357482,5128,0,1
1,GetItem,1687746764.362614,579,0,1
3,NewBid,1687746764.363196,3866,0,1
3,NewBid,1687746764.367067,3544,0,1
3,NewBid,1687746764.370615,19199,0,1
3,NewBid,1687746764.389818,3200,0,1
7,NewItem,1687746764.393023,4856,0,1
3,NewBid,1687746764.397883,3162,0,1
1,GetItem,1687746764.401051,599,0,1
1,GetItem,1687746764.401653,611,0,1
7,NewItem,1687746764.402267,5755,0,1
8,NewPurchase,1687746764.408026,3,0,1
9,UpdateItem,1687746764.408031,2168,0,1
3,NewBid,1687746764.410202,2975,0,1
7,NewItem,1687746764.413181,5309,0,1
2,GetUserInfo,1687746764.418495,1066,0,1
1,GetItem,1687746764.419565,570,0,1
3,NewBid,1687746764.420139,3022,0,1
1,GetItem,1687746764.423165,623,0,1
2,GetUserInfo,1687746764.423792,1647,0,1
1,GetItem,1687746764.425443,603,0,1
1,GetItem,1687746764.426050,568,0,1
3,NewBid,1687746764.426621,3177,0,1
2,GetUserInfo,1687746764.429802,391,0,1
1,GetItem,1687746764.430197,546,0,1
3,NewBid,1687746764.430746,3081,0,1
1,GetItem,1687746764.433832,622,0,1
3,NewBid,1687746764.434456,2891,0,1
9,UpdateItem,1687746764.437352,2350,0,1
4,NewComment,1687746764.439705,3045,0,1
1,GetItem,1687746764.442754,603,0,1
1,GetItem,1687746764.443360,558,0,1
3,NewBid,1687746764.443921,2954,0,1
7,NewItem,1687746764.446879,5452,0,1
1,GetItem,1687746764.452336,604,0,1
2,GetUserInfo,1687746764.452944,369,0,1
3,NewBid,1687746764.453315,3870,0,1
7,NewItem,1687746764.457190,5147,0,1
1,GetItem,1687746764.462340,672,0,1
3,NewBid,1687746764.463016,2910,0,1
1,GetItem,1687746764.465930,582,0,1
3,NewBid,1687746764.466516,2934,0,1
3,NewBid,1687746764.469457,2887,0,1
7,NewItem,1687746764.472350,4481,0,1
8,NewPurchase,1687746764.476836,3,0,1
1,GetItem,1687746764.476840,584,0,1
6,NewFeedback,1687746764.477427,2705,0,1
3,NewBid,1687746764.480135,3104,0,1
1,GetItem,1687746764.483244,583,0,1
1,GetItem,1687746764.483831,572,0,1
3,NewBid,1687746764.484406,2870,0,1
3,NewBid,1687746764.487280,3054,0,1
7,NewItem,1687746764.490339,5801,0,1
1,GetItem,1687746764.496146,670,0,1
7,NewItem,1687746764.496820,5572,0,1
1,GetItem,1687746764.502397,602,0,1
7,NewItem,1687746764.503003,3800,0,1
8,NewPurchase,1687746764.506808,2,0,1
3,NewBid,1687746764.506812,2947,0,1
1,GetItem,1687746764.509764,626,0,1
1,GetItem,1687746764.510393,551,0,1
4,NewComment,1687746764.510947,3997,0,1
3,NewBid,1687746764.514948,3580,0,1
3,NewBid,1687746764.518535,3061,0,1
6,NewFeedback,1687746764.521601,2685,0,1
3,NewBid,1687746764.524290,3026,0,1
3,NewBid,1687746764.527321,19939,0,1
1,GetItem,1687746764.547264,608,0,1
3,NewBid,1687746764.547876,3295,0,1
2,GetUserInfo,1687746764.551179,727,0,1
2,GetUserInfo,1687746764.551909,455,0,1
1,GetItem,1687746764.552367,601,0,1
1,GetItem,1687746764.552971,548,0,1
7,NewItem,1687746764.553521,4126,0,1
2,GetUserInfo,1687746764.557652,607,0,1
3,NewBid,1687746764.558263,3235,0,1
1,GetItem,1687746764.561502,618,0,1
3,NewBid,1687746764.562123,4278,0,1
1,GetItem,1687746764.566406,590,0,1
1,GetItem,1687746764.567000,568,0,1
2,GetUserInfo,1687746764.567571,368,0,1
1,GetItem,1687746764.567942,544,0,1
1,GetItem,1687746764.568488,562,0,1
1,GetItem,1687746764.569053,557,0,1
2,GetUserInfo,1687746764.569613,1820,0,1
3,NewBid,1687746764.571438,2868,0,1
7,NewItem,1687746764.574311,4490,0,1
